link,type,status,latency_ms,bytes,content_type,broken
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+11.3,Internal,200,429.31499995756894,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+11.4,Internal,200,441.8083000346087,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+11.5,Internal,200,428.98090003291145,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+11.6,Internal,200,428.8480000104755,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+11.7,Internal,200,480.35670001991093,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+11.8,Internal,200,434.8657999653369,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12,Internal,200,422.9513999889605,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12+%3A%3A+12.0,Internal,200,453.1979000312276,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12+%3A%3A+12.1,Internal,200,424.3871999788098,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12+%3A%3A+12.2,Internal,200,429.69580000499263,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12+%3A%3A+12.3,Internal,200,410.76980001525953,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12+%3A%3A+12.4,Internal,200,416.1677000229247,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12+%3A%3A+12.5,Internal,200,411.4015999948606,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+12+%3A%3A+12.6,Internal,200,431.08370003756136,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+GPU+%3A%3A+NVIDIA+CUDA+%3A%3A+13,Internal,200,418.73180004768074,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+Handhelds%2FPDA%27s,Internal,200,420.5751999979839,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+MacOS+X,Internal,200,410.2495000115596,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+MacOS+X+%3A%3A+Aqua,Internal,200,418.64970000460744,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+MacOS+X+%3A%3A+Carbon,Internal,200,407.294999982696,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+MacOS+X+%3A%3A+Cocoa,Internal,200,422.06819995772094,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+No+Input%2FOutput+%28Daemon%29,Internal,200,440.7463999814354,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+OpenStack,Internal,200,434.40369999734685,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+Other+Environment,Internal,200,443.6772000044584,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+Plugins,Internal,200,403.7773000309244,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+Web+Environment,Internal,200,407.19860000535846,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+Web+Environment+%3A%3A+Buffet,Internal,200,420.3325000125915,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+Web+Environment+%3A%3A+Mozilla,Internal,200,390.1917000184767,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+Web+Environment+%3A%3A+ToscaWidgets,Internal,200,416.5381999919191,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+WebAssembly,Internal,200,438.872899976559,3038,text/html; charset=utf-8,False
https://www.pypi.org/search/?c=Environment+%3A%3A+WebAssembly+%3A%3A+Emscripten,Internal,200,426.4383999980055,3038,text/html; charset=utf-8,False
